,date,cur_value,EURUSDx_martin_cnt
54,2022-10-03 13:30:00,1000000.0,0
55,2022-10-03 13:45:00,1000000.0,0
56,2022-10-03 14:00:00,1000000.0,0
57,2022-10-03 14:15:00,1000000.0,0
58,2022-10-03 14:30:00,1000000.0,0
59,2022-10-03 14:45:00,1000000.0,0
60,2022-10-03 15:00:00,1000000.0,0
61,2022-10-03 15:15:00,1000000.0,0
62,2022-10-03 15:30:00,1000000.0,0
63,2022-10-03 15:45:00,1000000.0,0
64,2022-10-03 16:00:00,1000000.0,0
65,2022-10-03 16:15:00,1000000.0,0
66,2022-10-03 16:30:00,1000000.0,0
67,2022-10-03 16:45:00,1000000.0,0
68,2022-10-03 17:00:00,1000000.0,0
69,2022-10-03 17:15:00,1000000.0,0
70,2022-10-03 17:30:00,1000000.0,0
71,2022-10-03 17:45:00,1000000.0,0
72,2022-10-03 18:00:00,1000000.0,0
73,2022-10-03 18:15:00,1000000.0,0
74,2022-10-03 18:30:00,1000000.0,0
75,2022-10-03 18:45:00,1000000.0,0
76,2022-10-03 19:00:00,1000000.0,0
77,2022-10-03 19:15:00,1000000.0,0
78,2022-10-03 19:30:00,1000000.0,0
79,2022-10-03 19:45:00,1000000.0,0
80,2022-10-03 20:00:00,1000000.0,0
81,2022-10-03 20:15:00,1000000.0,0
82,2022-10-03 20:30:00,1000000.0,0
83,2022-10-03 20:45:00,1000000.0,0
84,2022-10-03 21:00:00,1000000.0,0
85,2022-10-03 21:15:00,1000000.0,0
86,2022-10-03 21:30:00,1000000.0,0
87,2022-10-03 21:45:00,1000000.0,0
88,2022-10-03 22:00:00,1000000.0,0
89,2022-10-03 22:15:00,1000000.0,0
90,2022-10-03 22:30:00,1000000.0,0
91,2022-10-03 22:45:00,1000000.0,0
92,2022-10-03 23:00:00,1000000.0,0
93,2022-10-03 23:15:00,1000000.0,0
94,2022-10-03 23:30:00,1000000.0,0
95,2022-10-03 23:45:00,1000000.0,0
96,2022-10-04 00:00:00,1000000.0,0
97,2022-10-04 00:15:00,1000000.0,0
98,2022-10-04 00:30:00,1000000.0,0
99,2022-10-04 00:45:00,1000000.0,0
100,2022-10-04 01:00:00,1000000.0,0
101,2022-10-04 01:15:00,1000000.0,0
102,2022-10-04 01:30:00,1000000.0,0
103,2022-10-04 01:45:00,1000000.0,0
104,2022-10-04 02:00:00,1000000.0,0
105,2022-10-04 02:15:00,1000000.0,0
106,2022-10-04 02:30:00,1000000.0,0
107,2022-10-04 02:45:00,1000000.0,0
108,2022-10-04 03:00:00,1000000.0,0
109,2022-10-04 03:15:00,1000000.0,0
110,2022-10-04 03:30:00,1000000.0,0
111,2022-10-04 03:45:00,1000000.0,0
112,2022-10-04 04:00:00,1000000.0,0
113,2022-10-04 04:15:00,1000000.0,0
114,2022-10-04 04:30:00,1000000.0,0
115,2022-10-04 04:45:00,1000000.0,0
116,2022-10-04 05:00:00,1000000.0,0
117,2022-10-04 05:15:00,1000000.0,0
118,2022-10-04 05:30:00,1000000.0,0
119,2022-10-04 05:45:00,1000000.0,0
120,2022-10-04 06:00:00,1000000.0,0
121,2022-10-04 06:15:00,1000000.0,0
122,2022-10-04 06:30:00,1000000.0,0
123,2022-10-04 06:45:00,1000000.0,0
124,2022-10-04 07:00:00,1000000.0,0
125,2022-10-04 07:15:00,1000000.0,0
126,2022-10-04 07:30:00,1000000.0,0
127,2022-10-04 07:45:00,1000000.0,0
128,2022-10-04 08:00:00,1000000.0,0
129,2022-10-04 08:15:00,1000000.0,0
130,2022-10-04 08:30:00,1000000.0,0
131,2022-10-04 08:45:00,1000000.0,0
132,2022-10-04 09:00:00,1000000.0,0
133,2022-10-04 09:15:00,1000000.0,0
134,2022-10-04 09:30:00,1000000.0,0
135,2022-10-04 09:45:00,1000000.0,0
136,2022-10-04 10:00:00,1000000.0,0
137,2022-10-04 10:15:00,1000000.0,0
138,2022-10-04 10:30:00,1000000.0,0
139,2022-10-04 10:45:00,1000000.0,0
140,2022-10-04 11:00:00,1000000.0,0
141,2022-10-04 11:15:00,1000000.0,0
142,2022-10-04 11:30:00,1000000.0,0
143,2022-10-04 11:45:00,1000000.0,0
144,2022-10-04 12:00:00,1000000.0,0
145,2022-10-04 12:15:00,1000000.0,0
146,2022-10-04 12:30:00,1000000.0,0
147,2022-10-04 12:45:00,1000000.0,0
148,2022-10-04 13:00:00,1000000.0,0
149,2022-10-04 13:15:00,1000000.0,0
150,2022-10-04 13:30:00,1000000.0,0
151,2022-10-04 13:45:00,1000000.0,0
152,2022-10-04 14:00:00,1000000.0,0
153,2022-10-04 14:15:00,1000000.0,0
154,2022-10-04 14:30:00,1000000.0,0
155,2022-10-04 14:45:00,1000000.0,0
156,2022-10-04 15:00:00,1000000.0,0
157,2022-10-04 15:15:00,1000000.0,0
158,2022-10-04 15:30:00,1000000.0,0
159,2022-10-04 15:45:00,1000000.0,0
160,2022-10-04 16:00:00,1000000.0,0
161,2022-10-04 16:15:00,1000000.0,0
162,2022-10-04 16:30:00,1000000.0,0
163,2022-10-04 16:45:00,1000000.0,0
164,2022-10-04 17:00:00,1000000.0,0
165,2022-10-04 17:15:00,1000000.0,0
166,2022-10-04 17:30:00,1000000.0,0
167,2022-10-04 17:45:00,1000000.0,0
168,2022-10-04 18:00:00,1000000.0,0
169,2022-10-04 18:15:00,1000000.0,0
170,2022-10-04 18:30:00,1000000.0,0
171,2022-10-04 18:45:00,1000000.0,0
172,2022-10-04 19:00:00,1000000.0,0
173,2022-10-04 19:15:00,1000000.0,0
174,2022-10-04 19:30:00,1000000.0,0
175,2022-10-04 19:45:00,1000000.0,0
176,2022-10-04 20:00:00,1000000.0,0
177,2022-10-04 20:15:00,1000000.0,0
178,2022-10-04 20:30:00,1000000.0,0
179,2022-10-04 20:45:00,1000000.0,0
180,2022-10-04 21:00:00,1000000.0,0
181,2022-10-04 21:15:00,1000000.0,0
182,2022-10-04 21:30:00,1000000.0,0
183,2022-10-04 21:45:00,1000000.0,0
184,2022-10-04 22:00:00,1000000.0,0
185,2022-10-04 22:15:00,1000000.0,0
186,2022-10-04 22:30:00,1000000.0,0
187,2022-10-04 22:45:00,1000000.0,0
188,2022-10-04 23:00:00,1000000.0,0
189,2022-10-04 23:15:00,1000000.0,0
190,2022-10-04 23:30:00,1000000.0,0
191,2022-10-04 23:45:00,1000000.0,0
192,2022-10-05 00:00:00,1000000.0,0
193,2022-10-05 00:15:00,1000000.0,0
194,2022-10-05 00:30:00,1000000.0,0
195,2022-10-05 00:45:00,1000000.0,0
196,2022-10-05 01:00:00,1000000.0,0
197,2022-10-05 01:15:00,1000000.0,0
198,2022-10-05 01:30:00,1000000.0,0
199,2022-10-05 01:45:00,1000000.0,0
200,2022-10-05 02:00:00,1000000.0,0
201,2022-10-05 02:15:00,1000000.0,0
202,2022-10-05 02:30:00,1000000.0,0
203,2022-10-05 02:45:00,1000000.0,0
204,2022-10-05 03:00:00,1000000.0,0
205,2022-10-05 03:15:00,1000000.0,0
206,2022-10-05 03:30:00,1000000.0,0
207,2022-10-05 03:45:00,1000000.0,0
208,2022-10-05 04:00:00,1000000.0,0
209,2022-10-05 04:15:00,1000000.0,0
210,2022-10-05 04:30:00,1000000.0,0
211,2022-10-05 04:45:00,1000000.0,0
212,2022-10-05 05:00:00,1000000.0,0
213,2022-10-05 05:15:00,1000000.0,0
214,2022-10-05 05:30:00,1000000.0,0
215,2022-10-05 05:45:00,1000000.0,0
216,2022-10-05 06:00:00,1000000.0,0
217,2022-10-05 06:15:00,1000000.0,0
218,2022-10-05 06:30:00,1000000.0,0
219,2022-10-05 06:45:00,1000000.0,0
220,2022-10-05 07:00:00,1000000.0,0
221,2022-10-05 07:15:00,1000000.0,0
222,2022-10-05 07:30:00,1000000.0,0
223,2022-10-05 07:45:00,1000000.0,0
224,2022-10-05 08:00:00,1000000.0,0
225,2022-10-05 08:15:00,1000000.0,0
226,2022-10-05 08:30:00,1000000.0,0
227,2022-10-05 08:45:00,1000000.0,0
228,2022-10-05 09:00:00,1000000.0,0
229,2022-10-05 09:15:00,1000000.0,0
230,2022-10-05 09:30:00,1000000.0,0
231,2022-10-05 09:45:00,1000000.0,0
232,2022-10-05 10:00:00,1000000.0,0
233,2022-10-05 10:15:00,1000000.0,0
234,2022-10-05 10:30:00,1000000.0,0
235,2022-10-05 10:45:00,1000000.0,0
236,2022-10-05 11:00:00,1000000.0,0
237,2022-10-05 11:15:00,1000000.0,0
238,2022-10-05 11:30:00,1000000.0,0
239,2022-10-05 11:45:00,1000000.0,0
240,2022-10-05 12:00:00,1000000.0,0
241,2022-10-05 12:15:00,1000000.0,0
242,2022-10-05 12:30:00,1000000.0,0
243,2022-10-05 12:45:00,1000000.0,0
244,2022-10-05 13:00:00,1000000.0,0
245,2022-10-05 13:15:00,1000000.0,0
246,2022-10-05 13:30:00,1000000.0,0
247,2022-10-05 13:45:00,1000000.0,0
248,2022-10-05 14:00:00,1000000.0,0
249,2022-10-05 14:15:00,1000000.0,0
250,2022-10-05 14:30:00,1000000.0,0
251,2022-10-05 14:45:00,1000000.0,0
252,2022-10-05 15:00:00,1000000.0,0
253,2022-10-05 15:15:00,1000000.0,0
254,2022-10-05 15:30:00,1000000.0,0
255,2022-10-05 15:45:00,1000000.0,0
256,2022-10-05 16:00:00,1000000.0,0
257,2022-10-05 16:15:00,1000000.0,0
258,2022-10-05 16:30:00,1000000.0,0
259,2022-10-05 16:45:00,1000000.0,0
260,2022-10-05 17:00:00,1000000.0,0
261,2022-10-05 17:15:00,1000000.0,0
262,2022-10-05 17:30:00,1000000.0,0
263,2022-10-05 17:45:00,1000000.0,0
264,2022-10-05 18:00:00,1000000.0,0
265,2022-10-05 18:15:00,1000000.0,0
266,2022-10-05 18:30:00,1000000.0,0
267,2022-10-05 18:45:00,1000000.0,0
268,2022-10-05 19:00:00,1000000.0,0
269,2022-10-05 19:15:00,1000000.0,0
270,2022-10-05 19:30:00,1000000.0,0
271,2022-10-05 19:45:00,1000000.0,0
272,2022-10-05 20:00:00,1000000.0,0
273,2022-10-05 20:15:00,1000000.0,0
274,2022-10-05 20:30:00,1000000.0,0
275,2022-10-05 20:45:00,1000000.0,0
276,2022-10-05 21:00:00,1000000.0,0
277,2022-10-05 21:15:00,1000000.0,0
278,2022-10-05 21:30:00,1000000.0,0
279,2022-10-05 21:45:00,1000000.0,0
280,2022-10-05 22:00:00,1000000.0,0
281,2022-10-05 22:15:00,1000000.0,0
282,2022-10-05 22:30:00,1000000.0,0
283,2022-10-05 22:45:00,1000000.0,0
284,2022-10-05 23:00:00,1000000.0,0
285,2022-10-05 23:15:00,1000000.0,0
286,2022-10-05 23:30:00,1000000.0,0
287,2022-10-05 23:45:00,1000000.0,0
288,2022-10-06 00:00:00,1000000.0,0
289,2022-10-06 00:15:00,1000000.0,0
290,2022-10-06 00:30:00,1000000.0,0
291,2022-10-06 00:45:00,1000000.0,0
292,2022-10-06 01:00:00,1000000.0,0
293,2022-10-06 01:15:00,1000000.0,0
294,2022-10-06 01:30:00,1000000.0,0
295,2022-10-06 01:45:00,1000000.0,0
296,2022-10-06 02:00:00,1000000.0,0
297,2022-10-06 02:15:00,1000000.0,0
298,2022-10-06 02:30:00,1000000.0,0
299,2022-10-06 02:45:00,1000000.0,0
300,2022-10-06 03:00:00,1000000.0,0
301,2022-10-06 03:15:00,1000000.0,0
302,2022-10-06 03:30:00,1000000.0,0
303,2022-10-06 03:45:00,1000000.0,0
304,2022-10-06 04:00:00,1000000.0,0
305,2022-10-06 04:15:00,1000000.0,0
306,2022-10-06 04:30:00,1000000.0,0
307,2022-10-06 04:45:00,1000000.0,0
308,2022-10-06 05:00:00,1000000.0,0
309,2022-10-06 05:15:00,1000000.0,0
310,2022-10-06 05:30:00,1000000.0,0
311,2022-10-06 05:45:00,1000000.0,0
312,2022-10-06 06:00:00,1000000.0,0
313,2022-10-06 06:15:00,1000000.0,0
314,2022-10-06 06:30:00,1000000.0,0
315,2022-10-06 06:45:00,1000000.0,0
316,2022-10-06 07:00:00,1000000.0,0
317,2022-10-06 07:15:00,1000000.0,0
318,2022-10-06 07:30:00,1000000.0,0
319,2022-10-06 07:45:00,1000000.0,0
320,2022-10-06 08:00:00,1000000.0,0
321,2022-10-06 08:15:00,1000000.0,0
322,2022-10-06 08:30:00,1000000.0,0
323,2022-10-06 08:45:00,1000000.0,0
324,2022-10-06 09:00:00,1000000.0,0
325,2022-10-06 09:15:00,1000000.0,0
326,2022-10-06 09:30:00,1000000.0,0
327,2022-10-06 09:45:00,1000000.0,0
328,2022-10-06 10:00:00,1000000.0,0
329,2022-10-06 10:15:00,1000000.0,0
330,2022-10-06 10:30:00,1000000.0,0
331,2022-10-06 10:45:00,1000000.0,0
332,2022-10-06 11:00:00,1000000.0,0
333,2022-10-06 11:15:00,1000000.0,0
334,2022-10-06 11:30:00,1000000.0,0
335,2022-10-06 11:45:00,1000000.0,0
336,2022-10-06 12:00:00,1000000.0,0
337,2022-10-06 12:15:00,1000000.0,0
338,2022-10-06 12:30:00,1000000.0,0
339,2022-10-06 12:45:00,1000000.0,0
340,2022-10-06 13:00:00,1000000.0,0
341,2022-10-06 13:15:00,1000000.0,0
342,2022-10-06 13:30:00,1000000.0,0
343,2022-10-06 13:45:00,1000000.0,0
344,2022-10-06 14:00:00,1000000.0,0
345,2022-10-06 14:15:00,1000000.0,0
346,2022-10-06 14:30:00,1000000.0,0
347,2022-10-06 14:45:00,1000000.0,0
348,2022-10-06 15:00:00,1000000.0,0
349,2022-10-06 15:15:00,1000000.0,0
350,2022-10-06 15:30:00,1000000.0,0
351,2022-10-06 15:45:00,1000000.0,0
352,2022-10-06 16:00:00,1000000.0,0
353,2022-10-06 16:15:00,1000000.0,0
354,2022-10-06 16:30:00,1000000.0,0
355,2022-10-06 16:45:00,1000000.0,0
356,2022-10-06 17:00:00,1000000.0,0
357,2022-10-06 17:15:00,1000000.0,0
358,2022-10-06 17:30:00,1000000.0,0
359,2022-10-06 17:45:00,1000000.0,0
360,2022-10-06 18:00:00,1000000.0,0
361,2022-10-06 18:15:00,1000000.0,0
362,2022-10-06 18:30:00,1000000.0,0
363,2022-10-06 18:45:00,1000000.0,0
364,2022-10-06 19:00:00,1000000.0,0
365,2022-10-06 19:15:00,1000000.0,0
366,2022-10-06 19:30:00,1000000.0,0
367,2022-10-06 19:45:00,1000000.0,0
368,2022-10-06 20:00:00,1000000.0,0
369,2022-10-06 20:15:00,1000000.0,0
370,2022-10-06 20:30:00,1000000.0,0
371,2022-10-06 20:45:00,1000000.0,0
372,2022-10-06 21:00:00,1000000.0,0
373,2022-10-06 21:15:00,1000000.0,0
374,2022-10-06 21:30:00,1000000.0,0
375,2022-10-06 21:45:00,1000000.0,0
376,2022-10-06 22:00:00,1000000.0,0
377,2022-10-06 22:15:00,1000000.0,0
378,2022-10-06 22:30:00,1000000.0,0
379,2022-10-06 22:45:00,1000000.0,0
380,2022-10-06 23:00:00,1000000.0,0
381,2022-10-06 23:15:00,1000000.0,0
382,2022-10-06 23:30:00,1000000.0,0
383,2022-10-06 23:45:00,1000000.0,0
384,2022-10-07 00:00:00,1000000.0,0
385,2022-10-07 00:15:00,1000000.0,0
386,2022-10-07 00:30:00,1000000.0,0
387,2022-10-07 00:45:00,1000000.0,0
388,2022-10-07 01:00:00,1000000.0,0
389,2022-10-07 01:15:00,1000000.0,0
390,2022-10-07 01:30:00,1000000.0,0
391,2022-10-07 01:45:00,1000000.0,0
392,2022-10-07 02:00:00,1000000.0,0
393,2022-10-07 02:15:00,1000000.0,0
394,2022-10-07 02:30:00,1000000.0,0
395,2022-10-07 02:45:00,1000000.0,0
396,2022-10-07 03:00:00,1000000.0,0
397,2022-10-07 03:15:00,1000000.0,0
398,2022-10-07 03:30:00,1000000.0,0
399,2022-10-07 03:45:00,1000000.0,0
400,2022-10-07 04:00:00,1000000.0,0
401,2022-10-07 04:15:00,1000000.0,0
402,2022-10-07 04:30:00,1000000.0,0
403,2022-10-07 04:45:00,1000000.0,0
404,2022-10-07 05:00:00,1000000.0,0
405,2022-10-07 05:15:00,1000000.0,0
406,2022-10-07 05:30:00,1000000.0,0
407,2022-10-07 05:45:00,1000000.0,0
408,2022-10-07 06:00:00,1000000.0,0
409,2022-10-07 06:15:00,1000000.0,0
410,2022-10-07 06:30:00,1000000.0,0
411,2022-10-07 06:45:00,1000000.0,0
412,2022-10-07 07:00:00,1000000.0,0
413,2022-10-07 07:15:00,1000000.0,0
414,2022-10-07 07:30:00,1000000.0,0
415,2022-10-07 07:45:00,1000000.0,0
416,2022-10-07 08:00:00,1000000.0,0
417,2022-10-07 08:15:00,1000000.0,0
418,2022-10-07 08:30:00,1000000.0,0
419,2022-10-07 08:45:00,1000000.0,0
420,2022-10-07 09:00:00,1000000.0,0
421,2022-10-07 09:15:00,1000000.0,0
422,2022-10-07 09:30:00,1000000.0,0
423,2022-10-07 09:45:00,1000000.0,0
424,2022-10-07 10:00:00,1000000.0,0
425,2022-10-07 10:15:00,1000000.0,0
426,2022-10-07 10:30:00,1000000.0,0
427,2022-10-07 10:45:00,1000000.0,0
428,2022-10-07 11:00:00,1000000.0,0
429,2022-10-07 11:15:00,1000000.0,0
430,2022-10-07 11:30:00,1000000.0,0
431,2022-10-07 11:45:00,1000000.0,0
432,2022-10-07 12:00:00,1000000.0,0
433,2022-10-07 12:15:00,1000000.0,0
434,2022-10-07 12:30:00,1000000.0,0
435,2022-10-07 12:45:00,1000000.0,0
436,2022-10-07 13:00:00,1000000.0,0
437,2022-10-07 13:15:00,1000000.0,0
438,2022-10-07 13:30:00,1000000.0,0
439,2022-10-07 13:45:00,1000000.0,0
440,2022-10-07 14:00:00,1000000.0,0
441,2022-10-07 14:15:00,1000000.0,0
442,2022-10-07 14:30:00,1000000.0,0
443,2022-10-07 14:45:00,1000000.0,0
444,2022-10-07 15:00:00,1000000.0,0
445,2022-10-07 15:15:00,1000000.0,0
446,2022-10-07 15:30:00,1000000.0,0
447,2022-10-07 15:45:00,1000000.0,0
448,2022-10-07 16:00:00,1000000.0,0
449,2022-10-07 16:15:00,1000000.0,0
450,2022-10-07 16:30:00,1000000.0,0
451,2022-10-07 16:45:00,1000000.0,0
452,2022-10-07 17:00:00,1000000.0,0
453,2022-10-07 17:15:00,1000000.0,0
454,2022-10-07 17:30:00,1000000.0,0
455,2022-10-07 17:45:00,1000000.0,0
456,2022-10-07 18:00:00,1000000.0,0
457,2022-10-07 18:15:00,1000000.0,0
458,2022-10-07 18:30:00,1000000.0,0
459,2022-10-07 18:45:00,1000000.0,0
460,2022-10-07 19:00:00,1000000.0,0
461,2022-10-07 19:15:00,1000000.0,0
462,2022-10-07 19:30:00,1000000.0,0
463,2022-10-07 19:45:00,1000000.0,0
464,2022-10-07 20:00:00,1000000.0,0
465,2022-10-07 20:15:00,1000000.0,0
466,2022-10-07 20:30:00,1000000.0,0
467,2022-10-07 20:45:00,1000000.0,0
468,2022-10-07 21:00:00,1000000.0,0
469,2022-10-07 21:15:00,1000000.0,0
470,2022-10-07 21:30:00,1000000.0,0
471,2022-10-07 21:45:00,1000000.0,0
472,2022-10-07 22:00:00,1000000.0,0
473,2022-10-07 22:15:00,1000000.0,0
474,2022-10-07 22:30:00,1000000.0,0
475,2022-10-07 22:45:00,1000000.0,0
476,2022-10-07 23:00:00,1000000.0,0
477,2022-10-07 23:15:00,1000000.0,0
478,2022-10-07 23:30:00,1000000.0,0
479,2022-10-07 23:45:00,1000000.0,0
480,2022-10-10 00:00:00,1000000.0,0
481,2022-10-10 00:15:00,1000000.0,0
482,2022-10-10 00:30:00,1000000.0,0
483,2022-10-10 00:45:00,1000000.0,0
484,2022-10-10 01:00:00,1000000.0,0
485,2022-10-10 01:15:00,1000000.0,0
486,2022-10-10 01:30:00,1000000.0,0
487,2022-10-10 01:45:00,1000000.0,0
488,2022-10-10 02:00:00,1000000.0,0
489,2022-10-10 02:15:00,1000000.0,0
490,2022-10-10 02:30:00,1000000.0,0
491,2022-10-10 02:45:00,1000000.0,0
492,2022-10-10 03:00:00,1000000.0,0
493,2022-10-10 03:15:00,1000000.0,0
494,2022-10-10 03:30:00,1000000.0,0
495,2022-10-10 03:45:00,1000000.0,0
496,2022-10-10 04:00:00,1000000.0,0
497,2022-10-10 04:15:00,1000000.0,0
498,2022-10-10 04:30:00,1000000.0,0
499,2022-10-10 04:45:00,1000000.0,0
500,2022-10-10 05:00:00,1000000.0,0
501,2022-10-10 05:15:00,1000000.0,0
502,2022-10-10 05:30:00,1000000.0,0
503,2022-10-10 05:45:00,1000000.0,0
504,2022-10-10 06:00:00,1000000.0,0
505,2022-10-10 06:15:00,1000000.0,0
506,2022-10-10 06:30:00,1000000.0,0
507,2022-10-10 06:45:00,1000000.0,0
508,2022-10-10 07:00:00,1000000.0,0
509,2022-10-10 07:15:00,1000000.0,0
510,2022-10-10 07:30:00,1000000.0,0
511,2022-10-10 07:45:00,1000000.0,0
512,2022-10-10 08:00:00,1000000.0,0
513,2022-10-10 08:15:00,1000000.0,0
514,2022-10-10 08:30:00,1000000.0,0
515,2022-10-10 08:45:00,1000000.0,0
516,2022-10-10 09:00:00,1000000.0,0
517,2022-10-10 09:15:00,1000000.0,0
518,2022-10-10 09:30:00,1000000.0,0
519,2022-10-10 09:45:00,1000000.0,0
520,2022-10-10 10:00:00,1000000.0,0
521,2022-10-10 10:15:00,1000000.0,0
522,2022-10-10 10:30:00,1000000.0,0
523,2022-10-10 10:45:00,1000000.0,0
524,2022-10-10 11:00:00,1000000.0,0
525,2022-10-10 11:15:00,1000000.0,0
526,2022-10-10 11:30:00,1000000.0,0
527,2022-10-10 11:45:00,1000000.0,0
528,2022-10-10 12:00:00,1000000.0,0
529,2022-10-10 12:15:00,1000000.0,0
530,2022-10-10 12:30:00,1000000.0,0
531,2022-10-10 12:45:00,1000000.0,0
532,2022-10-10 13:00:00,1000000.0,0
533,2022-10-10 13:15:00,1000000.0,0
534,2022-10-10 13:30:00,1000000.0,0
535,2022-10-10 13:45:00,1000000.0,0
536,2022-10-10 14:00:00,1000000.0,0
537,2022-10-10 14:15:00,1000000.0,0
538,2022-10-10 14:30:00,1000000.0,0
539,2022-10-10 14:45:00,1000000.0,0
540,2022-10-10 15:00:00,1000000.0,0
541,2022-10-10 15:15:00,1000000.0,0
542,2022-10-10 15:30:00,1000000.0,0
543,2022-10-10 15:45:00,1000000.0,0
544,2022-10-10 16:00:00,1000000.0,0
545,2022-10-10 16:15:00,1000000.0,0
546,2022-10-10 16:30:00,1000000.0,0
547,2022-10-10 16:45:00,1000000.0,0
548,2022-10-10 17:00:00,1000000.0,0
549,2022-10-10 17:15:00,1000000.0,0
550,2022-10-10 17:30:00,1000000.0,0
551,2022-10-10 17:45:00,1000000.0,0
552,2022-10-10 18:00:00,1000000.0,0
553,2022-10-10 18:15:00,1000000.0,0
554,2022-10-10 18:30:00,1000000.0,0
555,2022-10-10 18:45:00,1000000.0,0
556,2022-10-10 19:00:00,1000000.0,0
557,2022-10-10 19:15:00,1000000.0,0
558,2022-10-10 19:30:00,1000000.0,0
559,2022-10-10 19:45:00,1000000.0,0
560,2022-10-10 20:00:00,1000000.0,0
561,2022-10-10 20:15:00,1000000.0,0
562,2022-10-10 20:30:00,1000000.0,0
563,2022-10-10 20:45:00,1000000.0,0
564,2022-10-10 21:00:00,1000000.0,0
565,2022-10-10 21:15:00,1000000.0,0
566,2022-10-10 21:30:00,1000000.0,0
567,2022-10-10 21:45:00,1000000.0,0
568,2022-10-10 22:00:00,1000000.0,0
569,2022-10-10 22:15:00,1000000.0,0
570,2022-10-10 22:30:00,1000000.0,0
571,2022-10-10 22:45:00,1000000.0,0
572,2022-10-10 23:00:00,1000000.0,0
573,2022-10-10 23:15:00,1000000.0,0
574,2022-10-10 23:30:00,1000000.0,0
575,2022-10-10 23:45:00,1000000.0,0
576,2022-10-11 00:00:00,1000000.0,0
577,2022-10-11 00:15:00,1000000.0,0
578,2022-10-11 00:30:00,1000000.0,0
579,2022-10-11 00:45:00,1000000.0,0
580,2022-10-11 01:00:00,1000000.0,0
581,2022-10-11 01:15:00,1000000.0,0
582,2022-10-11 01:30:00,1000000.0,0
583,2022-10-11 01:45:00,1000000.0,0
584,2022-10-11 02:00:00,1000000.0,0
585,2022-10-11 02:15:00,1000000.0,0
586,2022-10-11 02:30:00,1000000.0,0
587,2022-10-11 02:45:00,1000000.0,0
588,2022-10-11 03:00:00,1000000.0,0
589,2022-10-11 03:15:00,1000000.0,0
590,2022-10-11 03:30:00,1000000.0,0
591,2022-10-11 03:45:00,1000000.0,0
592,2022-10-11 04:00:00,1000000.0,0
593,2022-10-11 04:15:00,1000000.0,0
594,2022-10-11 04:30:00,1000000.0,0
595,2022-10-11 04:45:00,1000000.0,0
596,2022-10-11 05:00:00,1000000.0,0
597,2022-10-11 05:15:00,1000000.0,0
598,2022-10-11 05:30:00,1000000.0,0
599,2022-10-11 05:45:00,1000000.0,0
600,2022-10-11 06:00:00,1000000.0,0
601,2022-10-11 06:15:00,1000000.0,0
602,2022-10-11 06:30:00,1000000.0,0
603,2022-10-11 06:45:00,1000000.0,0
604,2022-10-11 07:00:00,1000000.0,0
605,2022-10-11 07:15:00,1000000.0,0
